x,vectime,listtime,vecgain
3141,1325800,10912066,9586266
3142,1377833,10931966,9554133
3143,1351800,10965733,9613933
3144,1319600,10876200,9556600
3145,1249466,10859000,9609534
3146,1458033,10962000,9503967
3147,1257333,10943033,9685700
3148,1284366,11116266,9831900
3149,1407533,11491433,10083900
3150,1245233,10668666,9423433
3151,1555533,10974933,9419400
3152,1449800,11185666,9735866
3153,1388566,11101600,9713034
3154,1554500,11012733,9458233
3155,1349366,11179433,9830067
3156,1240800,11095766,9854966
3157,1271633,11020233,9748600
3158,1367966,11012233,9644267
3159,1299366,10960533,9661167
3160,1259600,11018533,9758933
3161,1362400,11373633,10011233
3162,1256833,11195766,9938933
3163,1633433,11158033,9524600
3164,1393933,11111500,9717567
3165,1322533,11171566,9849033
3166,1476366,11068100,9591734
3167,1394100,11227600,9833500
3168,1296466,10846533,9550067
3169,1383233,11272266,9889033
3170,1390600,11223233,9832633
3171,1268933,10924633,9655700
3172,1271033,11189200,9918167
3173,1369866,11639733,10269867
3174,1358733,11127500,9768767
3175,1279666,11161900,9882234
3176,1372733,11154633,9781900
3177,1270066,10899900,9629834
3178,1471000,11136033,9665033
3179,1258700,11091833,9833133
3180,1341900,11446633,10104733
3181,1278400,11123333,9844933
3182,1373100,11347866,9974766
3183,1268433,11632066,10363633
3184,1291133,11236633,9945500
3185,1375866,11381166,10005300
3186,1344033,10980033,9636000
3187,1291700,11291766,10000066
3188,1300900,11307866,10006966
3189,1352200,11613166,10260966
3190,1285333,11157533,9872200
3191,1409566,11256966,9847400
3192,1287166,11110666,9823500
3193,1285233,11357133,10071900
3194,1388266,11189933,9801667
3195,1299100,11369866,10070766
3196,1400333,11173433,9773100
3197,1381433,11381500,10000067
3198,1271866,11285066,10013200
3199,1468333,11364966,9896633
3200,1391633,11695966,10304333
3201,1350933,11437766,10086833
3202,1293200,11410833,10117633
3203,1363733,11547900,10184167
3204,1320333,11321966,10001633
3205,1470966,11266733,9795767
3206,1392200,11480766,10088566
3207,1393033,11391033,9998000
3208,1718766,11362400,9643634
3209,1388100,11868700,10480600
3210,1278966,11489366,10210400
3211,1486166,11277733,9791567
3212,1392133,11489733,10097600
3213,1402000,11532666,10130666
3214,1323366,11371033,10047667
3215,1494033,11680066,10186033
3216,1386633,11475100,10088467
3217,1555500,11362300,9806800
3218,1439333,11418766,9979433
3219,1312300,11409766,10097466
3220,1590733,11608433,10017700
3221,1483166,12143566,10660400
3222,1318700,11651533,10332833
3223,1471233,11378766,9907533
3224,1543733,11694266,10150533
3225,2198666,11344400,9145734
3226,1537866,11518766,9980900
3227,1420066,11771133,10351067
3228,1350233,11257100,9906867
3229,1338833,11532133,10193300
3230,1457533,11712833,10255300
3231,1531866,11763433,10231567
3232,1320766,11617666,10296900
3233,1471600,12190500,10718900
3234,1367266,11546133,10178867
3235,1646633,11727400,10080767
3236,1441433,11898633,10457200
3237,1460633,11876800,10416167
3238,1512000,11519566,10007566
3239,1469066,12572800,11103734
3240,1415600,12283733,10868133
3241,1336700,11450600,10113900
3242,1466833,11555633,10088800
3243,1320366,11651700,10331334
3244,1482300,11644166,10161866
3245,1433233,11832566,10399333
3246,1368133,11427800,10059667
3247,1498166,11709533,10211367
3248,1422166,11552100,10129934
3249,1466800,11626766,10159966
3250,1433300,11840066,10406766
3251,1455733,12111600,10655867
3252,1405266,11822633,10417367
3253,1585366,11664166,10078800
3254,1459066,11810400,10351334
3255,1336700,11831966,10495266
3256,1527100,11786400,10259300
3257,1478866,12061400,10582534
3258,1330666,11663933,10333267
3259,1574466,11944233,10369767
3260,1504000,11722100,10218100
3261,1341066,11816566,10475500
3262,1616066,12051700,10435634
3263,1530833,12246500,10715667
3264,1341066,11571700,10230634
3265,1379633,11795233,10415600
3266,1462100,11743333,10281233
3267,1420200,11757800,10337600
3268,1343566,11703666,10360100
3269,1455666,11892166,10436500
3270,1333066,11885133,10552067
3271,1424166,12168966,10744800
3272,1444100,11622766,10178666
3273,1376366,11760633,10384267
3274,1596566,11879500,10282934
3275,1440733,12149266,10708533
3276,1498933,11875233,10376300
3277,1423133,12027966,10604833
3278,1491433,11944800,10453367
3279,1444066,11919566,10475500
3280,1640066,11748633,10108567
3281,1458000,12088800,10630800
3282,1349866,11815433,10465567
3283,1379133,11919000,10539867
3284,1450533,11943300,10492767
3285,1454900,11780300,10325400
3286,1376300,11926566,10550266
3287,1463200,12445033,10981833
3288,2015500,11916866,9901366
3289,1380800,11870700,10489900
3290,1452366,11910200,10457834
3291,1466200,11927000,10460800
3292,1465433,12524266,11058833
3293,1434733,11925566,10490833
3294,1350000,11708900,10358900
3295,1635133,11934300,10299167
3296,1489500,12194233,10704733
3297,1401100,11827500,10426400
3298,1585366,12028166,10442800
3299,1489900,12389066,10899166
3300,1355933,11855000,10499067
3301,1560000,12179533,10619533
3302,1446000,12196833,10750833
3303,1465400,12507166,11041766
3304,1530766,11967333,10436567
3305,1478200,12435633,10957433
3306,1346633,11858900,10512267
3307,1546533,12152633,10606100
3308,1638033,11984500,10346467
3309,1354733,11765500,10410767
3310,1590500,12121400,10530900
3311,1515200,12826666,11311466
3312,1371800,12067433,10695633
3313,1371066,12073866,10702800
3314,1582633,12378300,10795667
3315,1430500,12228066,10797566
3316,1366866,12075333,10708467
3317,1459300,12532633,11073333
3318,1385200,12352466,10967266
3319,1496366,12054966,10558600
3320,1489300,12355400,10866100
3321,1394433,12067933,10673500
3322,1568100,12942333,11374233
3323,1550366,12561633,11011267
3324,1510533,12584966,11074433
3325,1407800,12273800,10866000
3326,1497600,12381566,10883966
3327,1546966,12393833,10846867
3328,1615866,12477533,10861667
3329,1583133,12522933,10939800
3330,1510166,12495033,10984867
3331,1458966,12422133,10963167
3332,1520033,12625166,11105133
3333,1467133,11989466,10522333
3334,1578600,12268900,10690300
3335,1534633,12891900,11357267
3336,1369633,12543200,11173567
3337,1676500,12389733,10713233
3338,1487066,12272133,10785067
3339,1546266,12191433,10645167
3340,1484500,12423300,10938800
3341,1528833,12876666,11347833
3342,1543133,12294333,10751200
3343,1535300,12578833,11043533
3344,1516033,12533700,11017667
3345,1394433,12543000,11148567
3346,1596800,12585533,10988733
3347,1504466,12608133,11103667
3348,1408766,12315666,10906900
3349,1395566,12392133,10996567
3350,1564300,12639000,11074700
3351,2262500,12424466,10161966
3352,2325833,12177966,9852133
3353,1511266,12441700,10930434
3354,2286733,12551800,10265067
3355,2301566,12675266,10373700
3356,2295700,12521000,10225300
3357,2303366,12568333,10264967
3358,2264166,12519366,10255200
3359,2274966,12471633,10196667
3360,2410100,12521566,10111466
3361,2325100,12039433,9714333
3362,2260133,12396200,10136067
3363,2406933,12569433,10162500
3364,2512600,12891033,10378433
3365,1542133,12747266,11205133
3366,2236500,12722900,10486400
3367,2186500,12470666,10284166
3368,2067466,13220566,11153100
3369,2489300,13032233,10542933
3370,2361433,12959300,10597867
3371,2375500,12933633,10558133
3372,2408600,12989533,10580933
3373,2490033,12874633,10384600
3374,2392433,12616000,10223567
3375,2269000,12786600,10517600
3376,2605466,12958600,10353134
3377,2376700,12642200,10265500
3378,2307433,12790400,10482967
3379,1593566,12819233,11225667
3380,2300233,12900633,10600400
3381,2233200,12916466,10683266
3382,2236833,12534200,10297367
3383,2349333,12733866,10384533
3384,2331433,13088266,10756833
3385,1624666,12679966,11055300
3386,2332733,12919200,10586467
3387,2636633,13284733,10648100
3388,2269833,13259566,10989733
3389,2417033,12615033,10198000
3390,2302566,12649700,10347134
3391,2207933,12788733,10580800
3392,2246033,12926666,10680633
3393,2275666,13204400,10928734
3394,2290300,12914133,10623833
3395,2261633,12652666,10391033
3396,1863233,12929600,11066367
3397,2400966,12981633,10580667
3398,2359533,12694333,10334800
3399,2357133,12883433,10526300
3400,2425266,13001666,10576400
3401,2211233,13146666,10935433
3402,2247933,12605700,10357767
3403,2409633,12693366,10283733
3404,1819500,12585533,10766033
3405,2257266,13292700,11035434
3406,2362166,12956066,10593900
3407,2315733,12575800,10260067
3408,2166033,13041066,10875033
3409,2299266,13100000,10800734
3410,2301400,12890533,10589133
3411,2175933,12973200,10797267
3412,2334200,13054333,10720133
3413,2300300,12901300,10601000
3414,2296033,13099066,10803033
3415,2315400,13049766,10734366
3416,1612866,12775000,11162134
3417,2220100,13213166,10993066
3418,1537133,12948700,11411567
3419,1547333,12813300,11265967
3420,2179433,13024266,10844833
3421,2386466,13126733,10740267
3422,2353033,13154766,10801733
3423,2329400,13005100,10675700
3424,2311833,13131900,10820067
3425,2593333,12804200,10210867
3426,2166166,13045600,10879434
3427,2337700,13152166,10814466
3428,2339733,13040333,10700600
3429,2320600,13100400,10779800
3430,2202200,13075633,10873433
3431,2404933,12565800,10160867
3432,2207400,13150633,10943233
3433,2335066,13201300,10866234
3434,2384300,13249100,10864800
3435,2251566,13095400,10843834
3436,2306000,13073300,10767300
3437,2313700,13186600,10872900
3438,1716300,13170400,11454100
3439,2209500,13107966,10898466
3440,2319500,13049433,10729933
3441,2375300,13083500,10708200
3442,2297400,13096166,10798766
3443,1542100,12770166,11228066
3444,2336166,13231633,10895467
3445,2251833,13478033,11226200
3446,2227133,13671200,11444067
3447,2324433,13120533,10796100
3448,1585133,13113266,11528133
3449,2377800,13088700,10710900
3450,2375300,13286133,10910833
3451,2436100,13153166,10717066
3452,2472100,13197266,10725166
3453,2475700,13197766,10722066
3454,2438433,12992733,10554300
3455,2208866,13080066,10871200
3456,2190433,12886833,10696400
3457,2484633,12917300,10432667
3458,2058800,12781500,10722700
3459,2308300,13139633,10831333
3460,2350166,13469733,11119567
3461,2398866,13705033,11306167
3462,2586966,13447933,10860967
3463,2106066,13529533,11423467
3464,2435633,13637766,11202133
3465,2460166,13905766,11445600
3466,1660466,13638366,11977900
3467,2521900,13877666,11355766
3468,2410200,13644066,11233866
3469,1593466,13625600,12032134
3470,2488433,13483366,10994933
3471,2400033,13384466,10984433
3472,1599566,13571100,11971534
3473,2545300,13716566,11171266
3474,2455366,13661100,11205734
3475,2435266,13640866,11205600
3476,2432966,13171633,10738667
3477,2405266,13502200,11096934
3478,2443033,13193433,10750400
3479,2432766,13642000,11209234
3480,2412100,13583733,11171633
3481,2439566,13567333,11127767
3482,2327733,13245600,10917867
3483,2426466,13024133,10597667
3484,2441400,13354966,10913566
3485,2508233,13135533,10627300
3486,1590800,13670600,12079800
3487,2347900,13632000,11284100
3488,1665100,13512600,11847500
3489,2465266,13727366,11262100
3490,2088733,13953233,11864500
3491,2545333,13768700,11223367
3492,2409466,13583266,11173800
3493,1792633,13219300,11426667
3494,2375033,13576966,11201933
3495,2399233,13686366,11287133
3496,2664400,13268366,10603966
3497,2419400,13488200,11068800
3498,2420533,13476066,11055533
3499,1682400,13527866,11845466
3500,2100933,13553800,11452867
3501,1655066,13372166,11717100
3502,2265833,13661900,11396067
3503,2373666,13559700,11186034
3504,2393166,13666066,11272900
3505,2384366,13722800,11338434
3506,1605366,13575900,11970534
3507,2301633,13956500,11654867
3508,2256166,13527833,11271667
3509,2404000,14069566,11665566
3510,2391700,13744666,11352966
3511,2441800,14008166,11566366
3512,1662633,13592233,11929600
3513,2280566,13758833,11478267
3514,2367833,13821900,11454067
3515,2394000,13714200,11320200
3516,2482733,13625266,11142533
3517,1616633,13590933,11974300
3518,2397000,13984000,11587000
3519,2405600,14187566,11781966
3520,2432166,13872466,11440300
3521,2486000,13533966,11047966
3522,2386033,13807433,11421400
3523,2412500,14322233,11909733
3524,1693866,13628933,11935067
3525,2258433,13532033,11273600
3526,2415400,13790600,11375200
3527,1695800,14027066,12331266
3528,2690700,13517533,10826833
3529,2414866,13987133,11572267
3530,1622700,13745666,12122966
3531,2424933,13930233,11505300
3532,2509966,13669166,11159200
3533,2466600,13616033,11149433
3534,2406600,13699333,11292733
3535,2430766,14085400,11654634
3536,2410333,13943100,11532767
3537,2402533,13936033,11533500
3538,2389233,13783200,11393967
3539,1618900,13773666,12154766
3540,2319500,14010966,11691466
3541,2298566,13836966,11538400
3542,2311100,14141200,11830100
3543,2320533,13748200,11427667
3544,2416533,13852233,11435700
3545,1630733,14233733,12603000
3546,2478266,14152566,11674300
3547,2431566,13922400,11490834
3548,2459266,13927533,11468267
3549,2426400,13814333,11387933
3550,2423200,13953466,11530266
3551,1648233,13643833,11995600
3552,2421266,13903800,11482534
3553,2461333,13931266,11469933
3554,1631900,13839000,12207100
3555,2446633,13932533,11485900
3556,2526466,13776866,11250400
3557,2415700,14168033,11752333
3558,1877133,13580333,11703200
3559,2439233,13938066,11498833
3560,2413400,14132766,11719366
3561,2330366,13971733,11641367
3562,2421400,13851933,11430533
3563,2433166,13991966,11558800
3564,2295066,14010333,11715267
3565,1716300,13754266,12037966
3566,2369633,14005766,11636133
3567,2342000,13911900,11569900
3568,1850766,13859133,12008367
3569,2441433,14199900,11758467
3570,2370000,14111933,11741933
3571,2480733,14233233,11752500
3572,2355600,13998133,11642533
3573,2486366,14151833,11665467
3574,2648866,14115166,11466300
3575,2451700,14212966,11761266
3576,2500233,14455633,11955400
3577,2460233,14080000,11619767
3578,2895166,14322133,11426967
3579,2887566,14472233,11584667
3580,2608466,14091500,11483034
3581,2527600,14042633,11515033
3582,1682800,14764966,13082166
3583,2387066,14197500,11810434
3584,1601700,13963466,12361766
3585,2674500,14585066,11910566
3586,2572933,14133333,11560400
3587,2554333,14611466,12057133
3588,2575700,14328166,11752466
3589,1685933,14713966,13028033
3590,2655800,14818566,12162766
3591,2511700,14410933,11899233
3592,1679166,13652100,11972934
3593,2397266,14898600,12501334
3594,2448666,14130400,11681734
3595,1952366,13916866,11964500
3596,2238066,14269300,12031234
3597,2578000,14748100,12170100
3598,1770800,14513900,12743100
3599,2688200,14388400,11700200
3600,2176933,14124800,11947867
3601,2558333,14148000,11589667
3602,1917833,13880200,11962367
3603,2604700,14298233,11693533
3604,2533100,14252966,11719866
3605,2425166,13958066,11532900
3606,2417666,14211533,11793867
3607,2412566,13919433,11506867
3608,2401833,13790933,11389100
3609,2430066,13979500,11549434
3610,2421000,13726900,11305900
3611,2413866,14088600,11674734
3612,2455333,14133133,11677800
3613,2429433,14030966,11601533
3614,2438566,14132133,11693567
3615,2452966,14053866,11600900
3616,2592666,14135666,11543000
3617,2445866,14112800,11666934
3618,2442933,13931533,11488600
3619,2478900,14417633,11938733
3620,2678666,14645166,11966500
3621,2722733,14688900,11966167
3622,2536166,14589900,12053734
3623,2642233,14338700,11696467
3624,2565300,14024566,11459266
3625,2577533,14584866,12007333
3626,2552900,14163433,11610533
3627,2566066,13854633,11288567
3628,2510166,14334400,11824234
3629,2622200,14240633,11618433
3630,2553966,13973033,11419067
3631,2589600,14677600,12088000
3632,1681833,14630600,12948767
3633,1687866,14302966,12615100
3634,2679000,14512000,11833000
3635,2624133,14303900,11679767
3636,2902233,14477800,11575567
3637,2583400,14452266,11868866
3638,2896233,14357333,11461100
3639,2698566,14411366,11712800
3640,2906500,14584566,11678066
3641,2681433,14390900,11709467
3642,2658566,14427400,11768834
3643,2573566,14408533,11834967
3644,2633166,14254066,11620900
3645,2576066,14142866,11566800
3646,2602633,14750433,12147800
3647,2588766,14201166,11612400
3648,2571166,13941933,11370767
3649,2721233,14626800,11905567
3650,2513100,14459533,11946433
3651,2567433,14415666,11848233
3652,2482366,14313366,11831000
3653,2631433,14904000,12272567
3654,2560266,14737600,12177334
3655,2521100,14959633,12438533
3656,2544600,15162700,12618100
3657,2473366,14899666,12426300
3658,2603733,14756900,12153167
3659,2708000,14964700,12256700
3660,2694633,14517966,11823333
3661,2566066,14914566,12348500
3662,2618700,14750400,12131700
3663,2520833,14940400,12419567
3664,2592300,15135033,12542733
3665,2704866,14939766,12234900
3666,2580533,14891966,12311433
3667,2663766,15082333,12418567
3668,2698066,14702200,12004134
3669,2699100,14844933,12145833
3670,2662900,14944466,12281566
3671,2704166,14702300,11998134
3672,2719033,14629033,11910000
3673,1771300,15324933,13553633
3674,2816700,15115433,12298733
3675,2709200,15156933,12447733
3676,1767400,15586900,13819500
3677,3051100,14730066,11678966
3678,2607500,15042733,12435233
3679,2470966,15221300,12750334
3680,2468366,14975500,12507134
3681,2576433,14801033,12224600
3682,2434933,15002066,12567133
3683,2453566,15066000,12612434
3684,2453366,15127966,12674600
3685,2453733,15116066,12662333
3686,2458800,15294200,12835400
3687,2460800,14936733,12475933
3688,2656400,14810533,12154133
3689,2447033,15138233,12691200
3690,2476200,14978500,12502300
3691,2583400,15034700,12451300
3692,2597533,15120633,12523100
3693,1961233,14966166,13004933
3694,2510200,14990100,12479900
3695,2717400,15137533,12420133
3696,2479366,14976233,12496867
3697,2759233,14675066,11915833
3698,2572033,15154300,12582267
3699,2561733,15467566,12905833
3700,1773200,15133766,13360566
3701,2731766,16209766,13478000
3702,2649466,15813800,13164334
3703,2735200,15384700,12649500
3704,2730000,15391566,12661566
3705,2753966,15979633,13225667
3706,2654033,15433133,12779100
3707,2647566,15342733,12695167
3708,2738066,15544600,12806534
3709,2746266,15060000,12313734
3710,1770733,15658833,13888100
3711,2714666,15274666,12560000
3712,2692933,15412300,12719367
3713,2686233,15641433,12955200
3714,2729333,16019566,13290233
3715,2743966,15504666,12760700
3716,1777866,14557966,12780100
3717,2682766,15465800,12783034
3718,2563933,15189500,12625567
3719,2579600,15340733,12761133
3720,2684200,15354766,12670566
3721,2955433,15266400,12310967
3722,2708233,15630666,12922433
3723,2739200,15229000,12489800
3724,2753733,15268066,12514333
3725,1823800,15057233,13233433
3726,2650733,15168066,12517333
3727,2617566,15123200,12505634
3728,2538433,15583733,13045300
3729,2657333,15123233,12465900
3730,2759733,15145766,12386033
3731,1710466,15325233,13614767
3732,2769500,14847066,12077566
3733,2680533,15506566,12826033
3734,2715600,15455966,12740366
3735,2579066,15891000,13311934
3736,1830900,15259000,13428100
3737,2611000,15909633,13298633
3738,2712600,15333300,12620700
3739,2600633,15842600,13241967
3740,2707466,15883433,13175967
3741,2758600,15607366,12848766
3742,2774300,15150233,12375933
3743,1741433,15294400,13552967
3744,2715733,15486566,12770833
3745,2671366,15413533,12742167
3746,2690466,15631233,12940767
3747,2660233,15549933,12889700
3748,1792833,15490900,13698067
3749,2755000,15756700,13001700
3750,2682000,15621766,12939766
3751,2721900,15494900,12773000
3752,1849400,15920000,14070600
3753,2779066,15663333,12884267
3754,2737733,15742933,13005200
3755,2793333,15259466,12466133
3756,2736266,15749000,13012734
3757,2790600,15285066,12494466
3758,2786400,15358033,12571633
3759,2813666,15992533,13178867
3760,2779933,15841333,13061400
3761,2790466,15380100,12589634
3762,1840500,15665500,13825000
3763,2549533,15755166,13205633
3764,2786733,15349200,12562467
3765,2739433,15894300,13154867
3766,2488466,15959533,13471067
3767,2850666,14680966,11830300
3768,2823400,15385300,12561900
3769,2524866,15604366,13079500
3770,2853700,15623800,12770100
3771,2785300,15302366,12517066
3772,2836400,15526266,12689866
3773,2785333,15513200,12727867
3774,1807033,15701566,13894533
3775,3072133,15835866,12763733
3776,2803100,15578800,12775700
3777,2874600,15650466,12775866
3778,2792466,15606033,12813567
3779,1842933,14630733,12787800
3780,2655133,15851033,13195900
3781,2647400,15734200,13086800
3782,2796966,15778100,12981134
3783,2501433,15719433,13218000
3784,2796500,15602733,12806233
3785,2816966,15713600,12896634
3786,2739766,16101033,13361267
3787,2713300,15762166,13048866
3788,2636966,15907200,13270234
3789,1729600,15828133,14098533
3790,2718133,15620300,12902167
3791,2761466,15768533,13007067
3792,2743366,15579500,12836134
3793,2836833,16009266,13172433
3794,2876233,15558433,12682200
3795,2782466,16248700,13466234
3796,2753333,16507233,13753900
3797,1839766,15639400,13799634
3798,2850066,15845133,12995067
3799,2770100,15903500,13133400
3800,2618566,15869100,13250534
3801,2830000,15655266,12825266
3802,1816466,15808366,13991900
3803,2716100,15976233,13260133
3804,2739800,16200766,13460966
3805,2712100,16194900,13482800
3806,1836266,15928433,14092167
3807,2704466,15958533,13254067
3808,2878433,15884433,13006000
3809,2600433,16325833,13725400
3810,2595500,16425966,13830466
3811,3119800,15886300,12766500
3812,2591266,16109200,13517934
3813,2736433,16240700,13504267
3814,1816333,16048800,14232467
3815,2766766,16649033,13882267
3816,2734333,16194266,13459933
3817,2725700,16158433,13432733
3818,2735900,16030833,13294933
3819,1948066,15901233,13953167
3820,1837300,15747800,13910500
3821,2607900,16701900,14094000
3822,2803133,15950966,13147833
3823,1854666,16048433,14193767
3824,2748566,16267466,13518900
3825,2775866,15873766,13097900
3826,2779400,16093200,13313800
3827,1843566,15892400,14048834
3828,2863333,16389933,13526600
3829,2793833,16182666,13388833
3830,1847433,16209600,14362167
3831,2801733,16139533,13337800
3832,3088600,16018000,12929400
3833,2752666,16573300,13820634
3834,2752700,16506333,13753633
3835,2764533,16290800,13526267
3836,2865766,16438166,13572400
3837,2804766,16613466,13808700
3838,2780266,16540300,13760034
3839,2802466,16468633,13666167
3840,2815500,16423066,13607566
3841,2776233,16269733,13493500
3842,1856600,16555866,14699266
3843,2802300,16367433,13565133
3844,2868266,16550766,13682500
3845,2800233,16216100,13415867
3846,2651466,16448566,13797100
3847,2676266,16899566,14223300
3848,2652966,16318400,13665434
3849,2641500,16193200,13551700
3850,2754766,16460200,13705434
3851,2865900,16276000,13410100
3852,2716366,16327133,13610767
3853,2643366,16397533,13754167
3854,2645700,16492966,13847266
3855,2626633,16427966,13801333
3856,2926200,15858433,12932233
3857,2938533,16171200,13232667
3858,2636433,16621966,13985533
3859,2653933,16543700,13889767
3860,2876666,16293333,13416667
3861,2661600,16865266,14203666
3862,2664533,16744966,14080433
3863,2623600,16473400,13849800
3864,2624466,16757200,14132734
3865,2924300,16337800,13413500
3866,2640900,16631066,13990166
3867,2643966,16529533,13885567
3868,2895433,16429766,13534333
3869,2626600,16563566,13936966
3870,2666633,16552800,13886167
3871,2945900,16278466,13332566
3872,2932800,16174900,13242100
3873,1769700,16382400,14612700
3874,2827166,17036966,14209800
3875,1867600,16169566,14301966
3876,2721600,16487766,13766166
3877,2133966,16599100,14465134
3878,2809066,16383166,13574100
3879,2800066,16740766,13940700
3880,2828800,16667566,13838766
3881,1882500,16507033,14624533
3882,2669300,16568266,13898966
3883,3226800,16910600,13683800
3884,2688800,16761200,14072400
3885,1819133,16509966,14690833
3886,2775400,17218100,14442700
3887,2817133,16786633,13969500
3888,2841266,16818600,13977334
3889,2924166,16352300,13428134
3890,2953133,16794500,13841367
3891,1946300,16874800,14928500
3892,1876400,16480833,14604433
3893,2921900,16598433,13676533
3894,2843400,16873200,14029800
3895,2802800,16891066,14088266
3896,2653500,16926600,14273100
3897,2740533,16805966,14065433
3898,2957100,16631766,13674666
3899,2831500,16832966,14001466
3900,2764466,17037666,14273200
3901,2747700,16728466,13980766
3902,2703866,17180300,14476434
3903,2947733,17099000,14151267
3904,2948900,16841466,13892566
3905,2876500,16702866,13826366
3906,2934200,16741333,13807133
3907,1914000,16663400,14749400
3908,1991533,16890200,14898667
3909,2935133,16673833,13738700
3910,2947366,16629166,13681800
3911,2867666,17027333,14159667
3912,2848966,17179800,14330834
3913,2924566,16856266,13931700
3914,2867933,16960766,14092833
3915,2825100,16974233,14149133
3916,2858166,16802633,13944467
3917,1908666,16948766,15040100
3918,2828300,17068466,14240166
3919,2891033,17150100,14259067
3920,1908000,16792500,14884500
3921,2849933,16906733,14056800
3922,2863100,16870300,14007200
3923,2967133,16661033,13693900
3924,2222333,17031566,14809233
3925,2812166,17324166,14512000
3926,2873200,17203100,14329900
3927,2854133,17144100,14289967
3928,1935500,16961900,15026400
3929,2909000,17524100,14615100
3930,2687600,16914666,14227066
3931,2137533,16957366,14819833
3932,2709700,17129633,14419933
3933,2901400,16924166,14022766
3934,2888033,17482200,14594167
3935,2715200,17323033,14607833
3936,2726433,16913066,14186633
3937,3171966,16710200,13538234
3938,2707866,17004366,14296500
3939,2721133,17155166,14434033
3940,1964700,17090466,15125766
3941,1860866,17200900,15340034
3942,2707600,17008000,14300400
3943,1798000,16947300,15149300
3944,2793800,17169766,14375966
3945,2689433,17329433,14640000
3946,2210666,16794000,14583334
3947,2848366,17120633,14272267
3948,1826600,17267233,15440633
3949,2886533,17425566,14539033
3950,2740900,17019233,14278333
3951,2897566,17391766,14494200
3952,2035500,17477800,15442300
3953,3034966,17147233,14112267
3954,2902466,17338333,14435867
3955,2875400,17606033,14730633
3956,2919766,17402733,14482967
3957,2054166,17035633,14981467
3958,2938733,17994033,15055300
3959,1913833,17259500,15345667
3960,1845766,17079966,15234200
3961,2863033,17337166,14474133
3962,2966166,17145300,14179134
3963,2973900,17400433,14426533
3964,2968733,17473600,14504867
3965,1937866,17329000,15391134
3966,2952000,17810833,14858833
3967,2927066,17460833,14533767
3968,3075533,17239566,14164033
3969,2064166,17360633,15296467
3970,2914800,17610033,14695233
3971,3015866,17486666,14470800
3972,2776633,17740400,14963767
3973,2185433,17405366,15219933
3974,2854333,18678500,15824167
3975,2791400,17717266,14925866
3976,2976666,17693566,14716900
3977,2797033,17709666,14912633
3978,2966633,17345066,14378433
3979,2954400,17297966,14343566
3980,2969800,17856400,14886600
3981,1950000,16973600,15023600
3982,2979133,18443833,15464700
3983,3172666,17378766,14206100
3984,2801133,17666133,14865000
3985,3072766,17440966,14368200
3986,1856166,17222700,15366534
3987,2885766,17550733,14664967
3988,2001000,17747700,15746700
3989,2992333,17753666,14761333
3990,2858266,17921733,15063467
3991,3060400,17526833,14466433
3992,2469166,17393400,14924234
3993,3077466,17530100,14452634
3994,2216766,17192866,14976100
3995,3095100,16959000,13863900
3996,2988800,17520800,14532000
3997,2883033,17866433,14983400
3998,1940966,17076433,15135467
3999,2993533,17444633,14451100
4000,2889800,17449533,14559733
4001,3134600,18627133,15492533
4002,3017566,17945166,14927600
4003,2116866,17553100,15436234
4004,1979766,17915533,15935767
4005,3055366,18101066,15045700
4006,2865300,17976366,15111066
4007,2850000,17775000,14925000
4008,2811800,17758233,14946433
4009,2251666,17591100,15339434
4010,1967433,17654966,15687533
4011,2932100,17865400,14933300
4012,2969300,17731733,14762433
4013,3025066,18149466,15124400
4014,2821666,17799833,14978167
4015,1859866,17367666,15507800
4016,3080700,17684466,14603766
4017,2842900,17835166,14992266
4018,2932133,18088466,15156333
4019,1866200,17767600,15901400
4020,2947500,18124733,15177233
4021,1995500,17962600,15967100
4022,2981233,18025966,15044733
4023,2959233,17879166,14919933
4024,2973033,18014233,15041200
4025,2968400,18063066,15094666
4026,3097033,17517866,14420833
4027,2963100,17976100,15013000
4028,2009200,17993466,15984266
4029,2818900,17779133,14960233
4030,2815366,18090466,15275100
4031,3054400,18377133,15322733
4032,2901500,18364733,15463233
4033,3335733,18059500,14723767
4034,3042533,18206966,15164433
4035,3109033,18252400,15143367
4036,3140366,17725466,14585100
4037,2021300,18192500,16171200
4038,2887233,17972033,15084800
4039,1879500,17508000,15628500
4040,2935933,18083600,15147667
4041,2854966,17998666,15143700
4042,2844233,18134066,15289833
4043,2999933,18062333,15062400
4044,3144800,17967833,14823033
4045,2976466,18090466,15114000
4046,2898233,18103966,15205733
4047,3097333,17855633,14758300
4048,3069633,18783233,15713600
4049,2923833,18280233,15356400
4050,3003900,18045266,15041366
4051,2900800,18048300,15147500
4052,2916433,17803000,14886567
4053,1901633,17812100,15910467
4054,2912366,18279933,15367567
4055,3172066,17589000,14416934
4056,2075366,18135033,16059667
4057,2897000,18323033,15426033
4058,2933800,18468766,15534966
4059,1908533,17896600,15988067
4060,2932433,18373200,15440767
4061,2998700,18357766,15359066
4062,2997433,18709166,15711733
4063,3027833,18557633,15529800
4064,3014000,18164266,15150266
4065,3167633,18191033,15023400
4066,3130333,17833066,14702733
4067,2033633,18020100,15986467
4068,3022000,18015400,14993400
4069,2029700,17753833,15724133
4070,3068000,18821866,15753866
4071,3055266,18199066,15143800
4072,3041400,18568700,15527300
