x,vectime,listtime,vecgain
1196,457633,1788333,1330700
1197,407133,1530100,1122967
1198,491866,1628400,1136534
1199,406733,1682433,1275700
1200,354700,1474266,1119566
1201,614266,1754900,1140634
1202,476400,1638066,1161666
1203,327600,1803700,1476100
1204,435533,1660800,1225267
1205,614300,1672000,1057700
1206,399933,1566800,1166867
1207,334500,1549266,1214766
1208,462000,1630533,1168533
1209,353233,1490366,1137133
1210,345066,1598433,1253367
1211,554400,1594266,1039866
1212,340333,1523200,1182867
1213,569233,1789600,1220367
1214,433266,2071566,1638300
1215,325400,1512733,1187333
1216,355000,1655866,1300866
1217,658433,1586333,927900
1218,418900,1635166,1216266
1219,618633,1556766,938133
1220,365633,1647133,1281500
1221,460466,1502466,1042000
1222,440600,1624433,1183833
1223,362066,1697600,1335534
1224,385700,1629200,1243500
1225,609533,1630866,1021333
1226,572266,1632966,1060700
1227,484133,1903466,1419333
1228,330333,1803166,1472833
1229,392833,1785600,1392767
1230,465933,1655333,1189400
1231,342400,1624933,1282533
1232,431933,1893133,1461200
1233,454100,1710733,1256633
1234,401700,1767733,1366033
1235,476566,1774966,1298400
1236,488633,1848933,1360300
1237,608500,1811666,1203166
1238,445500,1814833,1369333
1239,363666,1617100,1253434
1240,535800,1853100,1317300
1241,512533,1919366,1406833
1242,371133,1600166,1229033
1243,442366,1609133,1166767
1244,470133,1887900,1417767
1245,397366,1779366,1382000
1246,340466,1613833,1273367
1247,378666,1665366,1286700
1248,496666,1712733,1216067
1249,370066,1698033,1327967
1250,404666,1745300,1340634
1251,510200,1700166,1189966
1252,361133,1857433,1496300
1253,425466,1774200,1348734
1254,485533,1853300,1367767
1255,454433,1871900,1417467
1256,590133,1871000,1280867
1257,496166,2008433,1512267
1258,678566,1925733,1247167
1259,512400,1742566,1230166
1260,352533,1739600,1387067
1261,421166,1752433,1331267
1262,483233,1763466,1280233
1263,357133,1668633,1311500
1264,601366,1922100,1320734
1265,676033,1885666,1209633
1266,367033,1743833,1376800
1267,632466,1919466,1287000
1268,582533,2027900,1445367
1269,574433,2131700,1557267
1270,693466,2242966,1549500
1271,567200,2052466,1485266
1272,602700,2158700,1556000
1273,574733,2344233,1769500
1274,735066,2352166,1617100
1275,748600,2396500,1647900
1276,455133,2024133,1569000
1277,734433,2315333,1580900
1278,618800,2262800,1644000
1279,739266,2115000,1375734
1280,757266,2292266,1535000
1281,727033,2335433,1608400
1282,665900,1991633,1325733
1283,433200,2058500,1625300
1284,447833,2072533,1624700
1285,398566,2066133,1667567
1286,579133,2196600,1617467
1287,667800,2262100,1594300
1288,770166,2490700,1720534
1289,689466,2364033,1674567
1290,711133,2268866,1557733
1291,769800,2292333,1522533
1292,1009033,2453800,1444767
1293,836266,2559833,1723567
1294,760233,2295300,1535067
1295,589400,2432633,1843233
1296,742966,2544766,1801800
1297,1115300,2649166,1533866
1298,819966,2868466,2048500
1299,816466,2649266,1832800
1300,776333,2383266,1606933
1301,770033,2431200,1661167
1302,725333,2436900,1711567
1303,883966,2356366,1472400
1304,461233,2592100,2130867
1305,1009500,2562366,1552866
1306,634533,2534133,1899600
1307,538533,2461566,1923033
1308,919433,2480866,1561433
1309,498066,2312833,1814767
1310,505333,2351300,1845967
1311,538300,2704266,2165966
1312,734400,2251866,1517466
1313,496666,2290366,1793700
1314,428366,2161066,1732700
1315,424533,2210666,1786133
1316,788200,2270733,1482533
1317,726866,2602866,1876000
1318,653233,2429866,1776633
1319,743266,2364100,1620834
1320,527233,2431800,1904567
1321,792933,2462366,1669433
1322,777000,3130433,2353433
1323,714000,2645733,1931733
1324,919866,2895366,1975500
1325,911233,2526333,1615100
1326,629600,2567633,1938033
1327,825733,3817800,2992067
1328,940800,2675800,1735000
1329,887000,2759466,1872466
1330,3008900,2738133,-270767
1331,973566,2731366,1757800
1332,1061466,2801533,1740067
1333,715833,2880500,2164667
1334,933000,3035533,2102533
1335,929500,2977066,2047566
1336,811533,2766300,1954767
1337,843200,3485433,2642233
1338,923333,3041266,2117933
1339,896266,3420533,2524267
1340,1276066,2973066,1697000
1341,1369000,2826366,1457366
1342,784266,2814200,2029934
1343,889666,2831433,1941767
1344,907200,2932600,2025400
1345,788533,2888000,2099467
1346,1087866,2919366,1831500
1347,836500,2855866,2019366
1348,784100,2818333,2034233
1349,876733,2812866,1936133
1350,790600,2671200,1880600
1351,735266,2632033,1896767
1352,851166,2814400,1963234
1353,817766,2776233,1958467
1354,662166,2469600,1807434
1355,813533,2492666,1679133
1356,515200,2431666,1916466
1357,490166,2661366,2171200
1358,826233,2705000,1878767
1359,712166,2466033,1753867
1360,469266,2333333,1864067
1361,523166,2444600,1921434
1362,603300,2724900,2121600
1363,615933,2453166,1837233
1364,477966,2359733,1881767
1365,898633,2378566,1479933
1366,735466,2361733,1626267
1367,469833,2223033,1753200
1368,579533,2226733,1647200
1369,590800,2224266,1633466
1370,499466,2358566,1859100
1371,694800,2535966,1841166
1372,733600,2329733,1596133
1373,557700,2737000,2179300
1374,868166,2604033,1735867
1375,460566,2524300,2063734
1376,612166,2504600,1892434
1377,655366,2381166,1725800
1378,690366,2528033,1837667
1379,954033,2647033,1693000
1380,607566,2519166,1911600
1381,809400,2765000,1955600
1382,532800,2555733,2022933
1383,756066,2426233,1670167
1384,773400,2485800,1712400
1385,678133,2658266,1980133
1386,504100,2769033,2264933
1387,467033,2559466,2092433
1388,526000,2505633,1979633
1389,522400,2421266,1898866
1390,478966,2566100,2087134
1391,893066,2447666,1554600
1392,544433,2383066,1838633
1393,710366,2529033,1818667
1394,869700,2676633,1806933
1395,719666,2549733,1830067
1396,698033,2910033,2212000
1397,712700,2551833,1839133
1398,835866,2672866,1837000
1399,784033,2572666,1788633
1400,478133,2541233,2063100
1401,472833,2525466,2052633
1402,687233,2445133,1757900
1403,796066,2576433,1780367
1404,1041133,2810066,1768933
1405,684833,2731466,2046633
1406,553733,2810200,2256467
1407,597733,2675133,2077400
1408,891966,2573933,1681967
1409,781200,2748266,1967066
1410,772266,2881200,2108934
1411,907866,2810633,1902767
1412,1080733,2827400,1746667
1413,598300,3042766,2444466
1414,803233,2750900,1947667
1415,898200,2965300,2067100
1416,1118300,3003566,1885266
1417,765500,2938233,2172733
1418,1078033,3440700,2362667
1419,901466,2964733,2063267
1420,1008100,3094166,2086066
1421,994400,3109433,2115033
1422,1385600,6099566,4713966
1423,1076600,4110866,3034266
1424,1064966,3289900,2224934
1425,1052000,9065600,8013600
1426,1123533,3303333,2179800
1427,976766,6288566,5311800
1428,988133,2956833,1968700
1429,2040300,2995400,955100
1430,1101400,3249000,2147600
1431,1211566,3080200,1868634
1432,1695333,3404533,1709200
1433,845700,2993466,2147766
1434,905000,2853300,1948300
1435,850166,3087366,2237200
1436,992400,3112833,2120433
1437,961533,2930533,1969000
1438,762033,2862000,2099967
1439,988500,3145800,2157300
1440,786300,3095400,2309100
1441,873700,2904900,2031200
1442,1000766,3116633,2115867
1443,688800,3023400,2334600
1444,707633,3248900,2541267
1445,691800,3063300,2371500
1446,594700,2954200,2359500
1447,749300,3038166,2288866
1448,916366,3083766,2167400
1449,928400,2847100,1918700
1450,864366,2986466,2122100
1451,599166,2953100,2353934
1452,992633,2950433,1957800
1453,633366,2842933,2209567
1454,999000,3379000,2380000
1455,879100,2937066,2057966
1456,568333,3007666,2439333
1457,911800,2859300,1947500
1458,892266,3058033,2165767
1459,1011600,3099533,2087933
1460,820533,3066966,2246433
1461,793233,3016400,2223167
1462,882766,3195333,2312567
1463,852200,3000033,2147833
1464,810933,2980133,2169200
1465,590933,3050833,2459900
1466,686866,3075000,2388134
1467,774733,2937133,2162400
1468,679033,3011933,2332900
1469,499066,2685133,2186067
1470,612566,2890900,2278334
1471,502533,2555866,2053333
1472,569333,2724166,2154833
1473,532533,2745066,2212533
1474,506200,2648233,2142033
1475,636100,2734633,2098533
1476,513566,2579266,2065700
1477,629066,2769766,2140700
1478,520466,2809733,2289267
1479,491366,2582300,2090934
1480,697366,2625266,1927900
1481,525066,2623000,2097934
1482,757733,2748266,1990533
1483,580233,2647533,2067300
1484,608166,2875300,2267134
1485,758566,2844433,2085867
1486,585400,2850766,2265366
1487,638500,2862366,2223866
1488,724866,3043166,2318300
1489,610800,3089500,2478700
1490,657733,3109700,2451967
1491,608533,3085600,2477067
1492,521333,2984166,2462833
1493,657133,2978633,2321500
1494,521700,2952266,2430566
1495,504900,2722933,2218033
1496,531533,2719533,2188000
1497,539800,2548033,2008233
1498,542500,2672833,2130333
1499,644166,2712366,2068200
1500,457266,2649200,2191934
1501,514733,2811166,2296433
1502,681833,2747433,2065600
1503,517700,2823800,2306100
1504,512333,2490866,1978533
1505,473766,2625266,2151500
1506,449733,2495433,2045700
1507,704200,2756300,2052100
1508,809533,2807333,1997800
1509,500300,2759400,2259100
1510,496733,2987633,2490900
1511,1066600,3116500,2049900
1512,826800,3140866,2314066
1513,865500,3042866,2177366
1514,593733,3117833,2524100
1515,600866,3112433,2511567
1516,757933,2781366,2023433
1517,553366,2779133,2225767
1518,483833,2696266,2212433
1519,534300,2787233,2252933
1520,564633,2834566,2269933
1521,505833,2701200,2195367
1522,671633,2707700,2036067
1523,920966,2751100,1830134
1524,546833,2796500,2249667
1525,644933,2795566,2150633
1526,536100,2804433,2268333
1527,487966,2669133,2181167
1528,558133,3042700,2484567
1529,549700,3185433,2635733
1530,746233,2964300,2218067
1531,884666,3139733,2255067
1532,942633,3633066,2690433
1533,843566,3063100,2219534
1534,870200,3262400,2392200
1535,962066,3478000,2515934
1536,608100,3327533,2719433
1537,715566,3084766,2369200
1538,636666,3398166,2761500
1539,650466,3052033,2401567
1540,593133,2986566,2393433
1541,905500,3153933,2248433
1542,859300,3072066,2212766
1543,660266,3058366,2398100
1544,710133,3309666,2599533
1545,908500,3238466,2329966
1546,701666,3132133,2430467
1547,591933,3201166,2609233
1548,519733,2785033,2265300
1549,514233,2763100,2248867
1550,555266,2895066,2339800
1551,488300,2713800,2225500
1552,540833,2952600,2411767
1553,564633,2881966,2317333
1554,483833,2691600,2207767
1555,533566,2886166,2352600
1556,496133,2887633,2391500
1557,480600,2673566,2192966
1558,467766,2856666,2388900
1559,508733,3107066,2598333
1560,469833,2650633,2180800
1561,461133,2690433,2229300
1562,747633,2878866,2131233
1563,572600,2674833,2102233
1564,582966,2717400,2134434
1565,751900,2912066,2160166
1566,605233,2756533,2151300
1567,455300,2904533,2449233
1568,507166,2836100,2328934
1569,524466,2769066,2244600
1570,588266,2720300,2132034
1571,684866,2671766,1986900
1572,464633,2636333,2171700
1573,572300,2881966,2309666
1574,498233,2955300,2457067
1575,482200,2657266,2175066
1576,940433,2911366,1970933
1577,494666,2791433,2296767
1578,605033,2761533,2156500
1579,749066,3052733,2303667
1580,524000,3062233,2538233
1581,474700,2773533,2298833
1582,701033,3414933,2713900
1583,525700,3068466,2542766
1584,751366,2921200,2169834
1585,494300,2690133,2195833
1586,532033,2867033,2335000
1587,532100,2979766,2447666
1588,715433,2981766,2266333
1589,533900,2979600,2445700
1590,605333,2967533,2362200
1591,475500,2717433,2241933
1592,504733,2746000,2241267
1593,538700,2882666,2343966
1594,600866,2642833,2041967
1595,502733,3038666,2535933
1596,532800,2739733,2206933
1597,672133,2719833,2047700
1598,508033,2673133,2165100
1599,612300,2664800,2052500
1600,755133,3016233,2261100
1601,486800,2758366,2271566
1602,614533,2753633,2139100
1603,602966,2778966,2176000
1604,700300,3016600,2316300
1605,580033,2823333,2243300
1606,465200,3013866,2548666
1607,618800,3065200,2446400
1608,467366,2789333,2321967
1609,617266,2811666,2194400
1610,628933,2774566,2145633
1611,535933,3032633,2496700
1612,466266,3141066,2674800
1613,609500,2795333,2185833
1614,549566,2931300,2381734
1615,470200,2938866,2468666
1616,576466,2914700,2338234
1617,623400,3110266,2486866
1618,643800,2944733,2300933
1619,659166,3084800,2425634
1620,468333,3172566,2704233
1621,665400,2972033,2306633
1622,737400,2902933,2165533
1623,504366,3247766,2743400
1624,702100,3063100,2361000
1625,552366,3166133,2613767
1626,541500,2826600,2285100
1627,477600,2942133,2464533
1628,552633,3046266,2493633
1629,525466,2800300,2274834
1630,480500,2842900,2362400
1631,536433,3211833,2675400
1632,556166,2987866,2431700
1633,720933,2905300,2184367
1634,508166,3125733,2617567
1635,627066,2984666,2357600
1636,631166,3041166,2410000
1637,524700,3323366,2798666
1638,552633,3222900,2670267
1639,496633,3186800,2690167
1640,518100,2950233,2432133
1641,497233,2967666,2470433
1642,541900,2919000,2377100
1643,522033,3200500,2678467
1644,485866,2838600,2352734
1645,654333,2949066,2294733
1646,642566,3010966,2368400
1647,640400,3234100,2593700
1648,629400,2945933,2316533
1649,534300,3108166,2573866
1650,699500,3191333,2491833
1651,497966,3065833,2567867
1652,542566,2888000,2345434
1653,563533,3087333,2523800
1654,484000,2898700,2414700
1655,560966,3097466,2536500
1656,506500,3079166,2572666
1657,862400,3106000,2243600
1658,638400,3080633,2442233
1659,507600,2938433,2430833
1660,525400,2896533,2371133
1661,698833,3210166,2511333
1662,581866,3217133,2635267
1663,662333,2907400,2245067
1664,579166,2965500,2386334
1665,479566,2912900,2433334
1666,784333,3182266,2397933
1667,659900,3359800,2699900
1668,576200,3409100,2832900
1669,589700,3078400,2488700
1670,676933,3153400,2476467
1671,487133,3107733,2620600
1672,682300,3123066,2440766
1673,526000,3576966,3050966
1674,614500,3269566,2655066
1675,648000,3023766,2375766
1676,614500,3289300,2674800
1677,654300,3034166,2379866
1678,805666,3371566,2565900
1679,718366,3521666,2803300
1680,564866,3131000,2566134
1681,776000,3100866,2324866
1682,627700,3237000,2609300
1683,589233,3303600,2714367
1684,486733,3164266,2677533
1685,663733,3416766,2753033
1686,581766,3110566,2528800
1687,670433,3194233,2523800
1688,721333,3293466,2572133
1689,604100,3179800,2575700
1690,490833,3140300,2649467
1691,561800,3392400,2830600
1692,570866,3112566,2541700
1693,638066,3289700,2651634
1694,739333,3283133,2543800
1695,652666,3075166,2422500
1696,656133,3462733,2806600
1697,543233,3208533,2665300
1698,577400,3203866,2626466
1699,667366,3210666,2543300
1700,538966,3101333,2562367
1701,579633,3125500,2545867
1702,714800,3268533,2553733
1703,720666,3210866,2490200
1704,517800,3365966,2848166
1705,803800,3337933,2534133
1706,594100,3160000,2565900
1707,630866,3373033,2742167
1708,505133,3288833,2783700
1709,582400,3093433,2511033
1710,493733,3277133,2783400
1711,572400,3204266,2631866
1712,680766,3088000,2407234
1713,625766,3375766,2750000
1714,651800,3293166,2641366
1715,702100,3440800,2738700
1716,724100,3329233,2605133
1717,666600,3237333,2570733
1718,500800,3069900,2569100
1719,742366,3118933,2376567
1720,766533,3529366,2762833
1721,534433,3520966,2986533
1722,528933,3318166,2789233
1723,801166,3359733,2558567
1724,577433,3162200,2584767
1725,601833,3447466,2845633
1726,596966,3260700,2663734
1727,627900,3337666,2709766
1728,507833,3147800,2639967
1729,746833,3653800,2906967
1730,586600,3310933,2724333
1731,508900,3354800,2845900
1732,780566,3255733,2475167
1733,653600,3341566,2687966
1734,515966,3263866,2747900
1735,673966,3341000,2667034
1736,619300,3355266,2735966
1737,521133,3238366,2717233
1738,522666,3444266,2921600
1739,602866,3295300,2692434
1740,523966,3252200,2728234
1741,520133,3293166,2773033
1742,630133,3319400,2689267
1743,515300,3387666,2872366
1744,795233,3602733,2807500
1745,562100,3317733,2755633
1746,516100,3437666,2921566
1747,770066,3427733,2657667
1748,788133,3458833,2670700
1749,596233,3408500,2812267
1750,759433,3555733,2796300
1751,804366,4055100,3250734
1752,636900,3563833,2926933
1753,555800,3668633,3112833
1754,837600,3543233,2705633
1755,566666,3513866,2947200
1756,761433,3506900,2745467
1757,899933,3739066,2839133
1758,660366,3570166,2909800
1759,786800,3753400,2966600
1760,841466,3439933,2598467
1761,771900,3522800,2750900
1762,570900,3748200,3177300
1763,800500,3953633,3153133
1764,576800,3630866,3054066
1765,651266,3610433,2959167
1766,865733,3485466,2619733
1767,549066,3810666,3261600
1768,853533,3796966,2943433
1769,822700,3925266,3102566
1770,561866,3566066,3004200
1771,910300,3793800,2883500
1772,733566,3686833,2953267
1773,677733,3589066,2911333
1774,887200,3607000,2719800
1775,877033,3737800,2860767
1776,837833,3555700,2717867
1777,715433,3538800,2823367
1778,845833,3447200,2601367
1779,573266,3488400,2915134
1780,570266,3807600,3237334
1781,586233,3758133,3171900
1782,563200,3614333,3051133
1783,753600,3553900,2800300
1784,657700,3529433,2871733
1785,619366,3567766,2948400
1786,799166,3690800,2891634
1787,733733,3652366,2918633
1788,545333,3365733,2820400
1789,675000,3514133,2839133
1790,681500,3914000,3232500
1791,709533,3579266,2869733
1792,809966,3767300,2957334
1793,595833,3771833,3176000
1794,686733,3573666,2886933
1795,553400,3535800,2982400
1796,701400,3483300,2781900
1797,636733,3367600,2730867
1798,554866,3563800,3008934
1799,606166,3688466,3082300
1800,570600,3434233,2863633
1801,789266,3704100,2914834
1802,690033,3627100,2937067
1803,536400,3635533,3099133
1804,876800,3695000,2818200
1805,615233,3826000,3210767
1806,550566,3458866,2908300
1807,912833,3750200,2837367
1808,755033,3673633,2918600
1809,558700,3703533,3144833
1810,558000,3677300,3119300
1811,668266,3853933,3185667
1812,565300,3481833,2916533
1813,712366,3576400,2864034
1814,556100,3435833,2879733
1815,847766,3478300,2630534
1816,814900,3797266,2982366
1817,625400,3672800,3047400
1818,812400,4077433,3265033
1819,687533,3857100,3169567
1820,723700,4014466,3290766
1821,831433,4075766,3244333
1822,587800,3666333,3078533
1823,615233,3528300,2913067
1824,641066,3827066,3186000
1825,552600,3700566,3147966
1826,660266,3589366,2929100
1827,543266,3535866,2992600
1828,799500,3869233,3069733
1829,649500,3783700,3134200
1830,626633,3895900,3269267
1831,546266,3803166,3256900
1832,610400,3542666,2932266
1833,579833,3573566,2993733
1834,786466,3816966,3030500
1835,632066,3657266,3025200
1836,571633,3698966,3127333
1837,940533,3695333,2754800
1838,678500,3780700,3102200
1839,558066,3566966,3008900
1840,822833,3888400,3065567
1841,736333,3700833,2964500
1842,575200,3696733,3121533
1843,706733,3749400,3042667
1844,689733,3778466,3088733
1845,561666,3628100,3066434
1846,813933,3920533,3106600
1847,612766,3774300,3161534
1848,594266,3765566,3171300
1849,681533,3706966,3025433
1850,617766,3721900,3104134
1851,574166,3775933,3201767
1852,803500,3921666,3118166
1853,593300,3648666,3055366
1854,563166,3710166,3147000
1855,609400,3745166,3135766
1856,646533,3773366,3126833
1857,565733,3787266,3221533
1858,575966,3735666,3159700
1859,599100,3758966,3159866
1860,574900,3726666,3151766
1861,802000,3917266,3115266
1862,623633,3820333,3196700
1863,561733,3894766,3333033
1864,714700,3709500,2994800
1865,617433,4029766,3412333
1866,628366,3782733,3154367
1867,576333,3841733,3265400
1868,602900,3746233,3143333
1869,580566,3923133,3342567
1870,801633,3798800,2997167
1871,748700,4048000,3299300
1872,629800,3775266,3145466
1873,590800,3867233,3276433
1874,744233,3887300,3143067
1875,573366,3789500,3216134
1876,844833,3989333,3144500
1877,623533,3835333,3211800
1878,664066,3814066,3150000
1879,790500,3962333,3171833
1880,626466,3901366,3274900
1881,567033,3771800,3204767
1882,857600,4026466,3168866
1883,596866,3773166,3176300
1884,588333,3866866,3278533
1885,705733,3661900,2956167
1886,827766,3812866,2985100
1887,626300,3866733,3240433
1888,717300,3939566,3222266
1889,624566,3854466,3229900
1890,578033,3933200,3355167
1891,759100,3927733,3168633
1892,629400,3864500,3235100
1893,588000,3814366,3226366
1894,826533,4083533,3257000
1895,694366,3995300,3300934
1896,575733,3768400,3192667
1897,589966,3985433,3395467
1898,648333,3974833,3326500
1899,811800,3963633,3151833
1900,846433,4232100,3385667
1901,747333,3895133,3147800
1902,580666,3868200,3287534
1903,851533,4058366,3206833
1904,632866,3845266,3212400
1905,592433,3885300,3292867
1906,796666,3847066,3050400
1907,610966,3937200,3326234
1908,580900,3924133,3343233
1909,867800,4215466,3347666
1910,646633,3859133,3212500
1911,577033,3956433,3379400
1912,772333,4073066,3300733
1913,619300,3942066,3322766
1914,574933,3897400,3322467
1915,593733,3840800,3247067
1916,736366,4033433,3297067
1917,592233,3983100,3390867
1918,705700,4027766,3322066
1919,694333,3904833,3210500
1920,606500,3896366,3289866
1921,1017600,4164866,3147266
1922,734900,4065800,3330900
1923,603600,3868666,3265066
1924,890466,4251300,3360834
1925,677633,4128333,3450700
1926,596933,4172266,3575333
1927,831466,4087600,3256134
1928,655600,4021800,3366200
1929,677633,4083733,3406100
1930,807066,4171433,3364367
1931,678833,4090200,3411367
1932,601400,3997300,3395900
1933,783033,4079333,3296300
1934,791500,4213766,3422266
1935,653600,4090600,3437000
1936,808200,4266366,3458166
1937,749700,4295533,3545833
1938,600666,4152333,3551667
1939,853833,4018433,3164600
1940,664033,4051633,3387600
1941,636700,4059866,3423166
1942,797866,4266600,3468734
1943,671366,4203600,3532234
1944,611866,4027500,3415634
1945,633233,4126000,3492767
1946,664333,4096633,3432300
1947,625866,4176900,3551034
1948,748733,4239766,3491033
1949,650833,4066133,3415300
1950,624300,4251066,3626766
1951,799300,4145666,3346366
1952,859400,4139533,3280133
1953,614200,4020666,3406466
1954,789166,4166066,3376900
1955,884800,4028400,3143600
1956,632333,4089800,3457467
1957,640500,4404500,3764000
1958,782833,4158900,3376067
1959,619933,4106000,3486067
1960,697000,4495433,3798433
1961,658100,4135666,3477566
1962,613366,4242966,3629600
1963,613266,4215933,3602667
1964,683966,4159366,3475400
1965,624433,4219566,3595133
1966,783766,4306666,3522900
1967,729133,4185000,3455867
1968,629800,4278233,3648433
1969,782900,4431433,3648533
1970,693400,4195533,3502133
1971,649666,4207766,3558100
1972,643666,4187366,3543700
1973,669766,4483866,3814100
1974,629166,4567866,3938700
1975,993600,4285166,3291566
1976,641533,4355766,3714233
1977,720900,4263633,3542733
1978,641666,4423900,3782234
1979,746100,4237300,3491200
1980,741700,4259866,3518166
1981,816566,4329133,3512567
1982,655866,4270233,3614367
1983,637633,4248233,3610600
1984,896866,4536833,3639967
1985,723000,4353666,3630666
1986,632600,4179600,3547000
1987,635333,4137833,3502500
1988,671900,4285866,3613966
1989,626133,4514900,3888767
1990,728066,4345466,3617400
1991,759733,4307766,3548033
1992,975766,4313733,3337967
1993,821400,4229500,3408100
1994,692400,4376333,3683933
1995,711066,4618866,3907800
1996,903733,4476633,3572900
1997,734366,4572133,3837767
1998,733800,4459000,3725200
1999,647866,4490200,3842334
2000,811266,4354500,3543234
2001,638533,4435100,3796567
2002,791366,4635166,3843800
2003,710400,4616466,3906066
2004,651733,4285600,3633867
2005,683166,4408633,3725467
2006,665400,4318600,3653200
2007,620366,4395100,3774734
2008,850433,4548433,3698000
2009,785766,4742600,3956834
2010,683166,4323433,3640267
2011,838866,4524133,3685267
2012,695333,4367333,3672000
2013,647300,4264833,3617533
2014,764000,4663733,3899733
2015,750966,4608766,3857800
2016,627000,4333833,3706833
2017,688900,4674600,3985700
2018,1201966,4498100,3296134
2019,881533,4819666,3938133
2020,1030866,4917366,3886500
2021,781533,4839266,4057733
2022,1114800,4856166,3741366
2023,866400,4655233,3788833
2024,835433,4473833,3638400
2025,654933,4318533,3663600
2026,835900,4529300,3693400
2027,744333,4801833,4057500
2028,656533,4492466,3835933
2029,802233,4741533,3939300
2030,696400,4482966,3786566
2031,644033,4749100,4105067
2032,710700,4826866,4116166
2033,665466,4782200,4116734
2034,639733,4590633,3950900
2035,742400,4721500,3979100
2036,854700,4577233,3722533
2037,658933,4714533,4055600
2038,737533,4740866,4003333
2039,654233,4628533,3974300
2040,658733,4848966,4190233
2041,815066,4693200,3878134
2042,785966,4536266,3750300
2043,730400,4752866,4022466
2044,693800,4711833,4018033
2045,846433,4736400,3889967
2046,651033,4884833,4233800
2047,734866,4740733,4005867
2048,674466,4504466,3830000
2049,695466,5233833,4538367
2050,991766,4863400,3871634
2051,1233700,5267333,4033633
2052,1046466,5228466,4182000
2053,1140533,5299433,4158900
2054,1211366,5241333,4029967
2055,1189733,5510200,4320467
2056,1258033,5475666,4217633
2057,1347866,5255666,3907800
2058,1177200,5267200,4090000
2059,1184400,5197100,4012700
2060,1003366,5203333,4199967
2061,1191966,5101833,3909867
2062,1179166,5308833,4129667
2063,1295466,5259200,3963734
2064,897333,5228200,4330867
2065,1274800,5429733,4154933
2066,1208433,5097233,3888800
2067,885300,5290766,4405466
2068,1183833,5219400,4035567
2069,940300,4897666,3957366
2070,790300,5013800,4223500
2071,791400,4961933,4170533
2072,796166,5004266,4208100
2073,773733,5389366,4615633
2074,759533,5024666,4265133
2075,890866,5008933,4118067
2076,877633,4854700,3977067
2077,961766,4925600,3963834
2078,703566,4963933,4260367
2079,707500,4979666,4272166
2080,908166,5079400,4171234
2081,963400,5101066,4137666
2082,703700,4947600,4243900
2083,773166,5195933,4422767
2084,861300,4838833,3977533
2085,886900,5027400,4140500
2086,1120466,5105933,3985467
2087,755966,4762733,4006767
2088,827200,4947033,4119833
2089,756766,5025633,4268867
2090,895533,4834133,3938600
2091,1064933,4970066,3905133
2092,850566,5066000,4215434
2093,803533,5195266,4391733
2094,801733,4740400,3938667
2095,1126033,4733700,3607667
2096,815133,4922166,4107033
2097,775133,4726266,3951133
2098,696500,4863900,4167400
2099,858400,4783900,3925500
2100,747366,5009100,4261734
2101,785866,4763066,3977200
2102,801500,4929800,4128300
2103,818200,4684633,3866433
2104,720333,4890066,4169733
2105,733166,4883066,4149900
2106,730333,4802900,4072567
2107,1002833,5189466,4186633
2108,916833,5089866,4173033
2109,687466,4871600,4184134
2110,828233,5111333,4283100
2111,954400,4948766,3994366
2112,703466,4896400,4192934
2113,859033,4899400,4040367
2114,896266,5001700,4105434
2115,745200,5082000,4336800
2116,842966,4879566,4036600
2117,758033,4943366,4185333
2118,746800,4855066,4108266
2119,786166,5048333,4262167
2120,775833,5006600,4230767
2121,722866,4877200,4154334
2122,756466,5164900,4408434
2123,742633,4987066,4244433
2124,698300,4759466,4061166
2125,878300,5210566,4332266
2126,780633,4918500,4137867
2127,798033,4938066,4140033
2128,782066,4968066,4186000
2129,739000,4952966,4213966
2130,689000,4927800,4238800
2131,834966,5135833,4300867
2132,789033,4923233,4134200
2133,739633,4940400,4200767
2134,762666,5167066,4404400
2135,764433,4994100,4229667
2136,752900,5002666,4249766
2137,1108266,5150766,4042500
2138,872566,5194966,4322400
2139,695433,4827600,4132167
2140,704500,4971400,4266900
2141,770533,5245366,4474833
2142,700966,4865200,4164234
2143,890033,5170566,4280533
2144,773700,4998300,4224600
2145,710366,4884366,4174000
2146,757500,5080700,4323200
2147,814000,5307000,4493000
2148,704300,5098366,4394066
2149,784500,4949366,4164866
2150,774033,5082733,4308700
2151,701400,5079000,4377600
2152,836700,5074066,4237366
2153,805466,5073500,4268034
2154,780566,4904866,4124300
2155,840700,5021833,4181133
2156,879800,5121366,4241566
2157,739200,5045566,4306366
2158,706800,5072433,4365633
2159,885700,5259500,4373800
2160,709433,5063400,4353967
2161,744800,5074166,4329366
2162,846300,5419000,4572700
2163,764233,5536566,4772333
2164,790866,5467233,4676367
2165,785000,5396133,4611133
2166,778766,5372566,4593800
2167,989466,5725833,4736367
2168,1164400,5474800,4310400
2169,836266,5398733,4562467
2170,860200,5101500,4241300
2171,787600,5282833,4495233
2172,849566,5293366,4443800
2173,746333,5365666,4619333
2174,780966,5389766,4608800
2175,743433,5492466,4749033
2176,875400,5372433,4497033
2177,790300,5332600,4542300
2178,769500,5180000,4410500
2179,816900,5472100,4655200
2180,829366,5424633,4595267
2181,731600,5359700,4628100
2182,840766,5469266,4628500
2183,796033,5536066,4740033
2184,747666,5374033,4626367
2185,747433,5543900,4796467
2186,944766,5364933,4420167
2187,717200,5383500,4666300
2188,1069700,5996733,4927033
2189,806100,5584633,4778533
2190,746766,5376533,4629767
